,well_3,well_4,well_6,well_8,well_9,well_15,well_21,well_33,well_38,well_39,well_42,well_48,well_50,well_61,well_70,well_72,well_85,well_87,well_93,well_94,well_95,well_99,well_103,well_104,well_108,well_110,well_113,well_114,well_117,well_119,well_121,well_133,well_138,well_148,well_149,well_154,well_156,well_158,well_162,well_166,well_171,well_179,well_183,well_192,well_204,well_206,well_209,well_224,well_227,well_232,well_248,well_253,well_263,well_265,well_267,well_269,well_270,well_277,well_281,well_285,well_286,well_295,well_298,well_305,well_307,well_311,well_321,well_325,well_344,well_345,well_353,well_354,well_362,well_367,well_377,well_380,well_387,well_389,well_390,well_394,well_403,well_410,well_418,well_423,well_428,well_430,well_444,well_449,well_453,well_456,well_460,well_462,well_463,well_467,well_471,well_482,well_485,well_492,well_499
1997-08-25,636.11,377.57,47.05,84.03,42.49,287.76,423.57,156.26,86.39,458.135,6.24,77.55000000000001,389.62000000000006,66.76,-0.667,43.85,318.94,68.5,44.48,19.48,88.97,232.32,411.45,48.42,62.505718498099284,24.9,109.98,90.31,8.99,32.23,655.18,48.37,31.28,98.01,153.7,336.93,20.06,39.31,500.63,218.16,107.79,222.18,99.25,27.09,468.11,124.7,29.87,154.13,362.325,223.75,33.92,57.07,6.89,30.52,39.9,217.81,28.58,110.91,40.86,579.7677382668309,57.68,411.83,78.39,259.34,1.77,106.67,367.85,45.93,49.81,6.18,26.82,8.48,7.61,28.74,88.97,5.83,-0.56,21.68,84.08,34.82,351.76,39.54,490.23,69.38,31.66,265.1,334.95000000000005,83.58,33.47,363.6,177.03,176.175,28.876666666666665,107.49,579.65,76.54,11.64,308.06,44.22
1997-09-01,636.3066666666667,377.53,47.07,84.07,42.45,287.28,423.56,156.25,86.41,458.075,6.25,77.36,389.608,66.84,-0.617,43.83,319.07,68.48,44.49,19.46,89.09,232.44,411.39,48.37,62.48,24.89,110.04,90.29,8.96,32.28,655.06,48.5,31.25,97.92,153.6,336.89,20.01,39.26,500.65,218.23,107.76,222.24,99.48,27.1,468.13,124.67,29.84,154.09,362.2899251365743,223.67,33.90275200450669,57.16,7.01,30.506601972409044,39.88,217.79,28.59,110.84,40.83,579.7989871764756,57.64,411.81,78.37,259.22,1.73,106.66,367.73,45.91,49.81,5.61,26.87,8.51,7.72,28.72,88.96,5.85,-0.59,21.67,84.0,34.81,351.87,39.51,489.83,69.33,31.65,265.116,334.95000000000005,83.55,33.47,363.59,177.04000000000002,176.18,28.856,107.53,579.63,76.54,11.7,307.85,44.3
1997-09-08,636.1733333333333,378.75,47.03,84.04,42.45,287.0,423.52,156.28,86.38,458.04,6.24,77.33000000000001,389.585,66.89,-0.547,43.8,319.04,68.47,44.47,19.46,89.13,232.51,411.33,48.32,62.44849840271303,25.04,110.02,90.29,8.95,32.28,654.97,48.55,31.23,97.87,153.59,336.83,20.0,39.26,500.66,218.14,107.74,222.25,99.5,27.08,468.135,124.65,29.809999999999995,154.07,362.29157925424846,223.59,33.88636790529405,57.17,6.99,30.5,39.85,217.77,28.6,110.8,40.84,579.66,57.61,411.77,78.37,258.83,1.71,106.64200417755306,367.66,45.91,49.81,5.7,26.91,8.52,7.72,28.7,88.96,5.9,-0.58,21.66,83.94,34.79,351.75,39.5,489.47,69.41,31.65,265.12666666666667,334.94,83.56,33.47,363.56,177.03,176.23,28.855,107.53,579.62,76.54,11.71,307.75,44.44
1997-09-15,636.125,378.21,47.01,83.95,42.44,286.6,423.5328571428572,156.29,86.36,458.0,6.25,77.29,389.59,66.88,-0.607,43.79,318.99,68.47,44.46,19.46,89.04,232.46,411.28,48.28,62.44,25.17,109.98,90.28,8.93,32.25,654.9,48.53,31.22,97.82,153.56,336.76,19.98,39.27,500.64,218.08,107.71,222.17,99.4,27.05,468.135,124.65,29.77,154.0,362.304867838067,223.57,33.91,57.1,7.0,30.4920677836471,39.83,217.74,28.59,110.78,40.84,579.64,57.6,411.81,78.35,258.48999999999995,1.68,106.65,367.57,45.89,49.8,5.61,26.86,8.49,7.73,28.69,88.94999999999999,5.91,-0.58,21.64,83.88,34.76,351.7,39.5,489.37,69.28,31.65,265.15,334.92,83.59,33.46,363.55,177.02,176.24,28.84857142857143,107.52,579.61,76.49,11.69,307.68,44.32
1997-09-22,636.0475,377.88,46.98,83.94,42.43,286.29999999999995,423.52,156.25,86.32,457.96,6.28,77.25,389.5725,66.86,-0.707,43.76,318.83,68.46,44.44,19.43,89.05,232.4,411.22,48.21,62.41897202384594,25.2,109.92,90.27,8.91,32.27,654.84,48.51,31.22,97.77,153.52,336.71,19.96,39.27,500.63,218.04,107.67,222.15,99.31,26.98,468.12,124.6,29.75,153.86,362.31,223.46,33.86735824155393,57.05,7.01,30.47999588706746,39.78,217.7,28.58,110.75,40.75,579.63,57.59,411.75,78.33,258.11,1.68,106.62,367.46,45.88,49.79,5.46,26.93,8.45,7.69,28.66,88.94,5.89,-0.66,21.61,83.77,34.73,351.63,39.47,489.22,69.34,31.64,265.1212392645606,334.91,83.51,33.46,363.52,177.02,176.18,28.825,107.52,579.6,76.47,11.68,307.59,44.23
1997-09-29,635.98,377.66,46.994319339821985,83.93,42.41779285597627,285.90684312972115,423.5525,156.23,86.28,457.94,6.228333404453039,77.24980802380222,389.58,66.85,-0.7217864664672398,43.69439364836558,318.8578869405411,68.44367174993724,44.416034166703554,19.46,88.98,231.9259410688369,411.2104640783799,48.14105598576013,62.408596472215095,25.23,109.79,90.26,8.89,32.232701489682,654.78,48.43903116743811,31.209986210523695,97.66,153.49962411327704,336.68,19.947419746589958,39.25282473139336,500.62,218.00493630524133,107.49954715967019,222.11138548892038,99.13,27.009212493506123,468.0938417373641,124.53,29.746652504245674,153.97,362.29,223.38,33.83,57.02,6.915536582142309,30.47,39.79057697538973,217.6355514832556,28.58323434802506,110.72149544208816,40.75370106237007,579.6295279900647,57.54769936954558,411.71,78.3366317789102,258.09,1.6456430613137982,106.61,367.415089365546,45.84,49.778644157627284,5.432967574486554,26.95,8.398664876134752,7.619960567400383,28.62,88.94290962163537,5.841640641978056,-0.68,21.58,83.68,34.72286238171145,351.54,39.48113775471087,489.1,69.3631405918646,31.64,265.11,334.93024960547547,83.40160500530897,33.449100599315386,363.5,177.01447933505892,176.13661790432113,28.81,107.48,579.58,76.45,11.685864130854327,307.4908735564936,44.23
1997-10-06,635.94,377.38,47.0,83.9,42.42,285.84,423.576,156.2,86.25,457.9433333333333,6.25,77.22,389.572,66.84,-0.7263325006599146,43.78,318.72,68.45,44.43,19.48,89.02,232.12,411.18,48.14,62.4,25.28,109.84,90.26,8.88,32.29,654.73,48.47,31.22,97.54,153.44,336.64,19.93,39.24,500.62,218.0,107.57,222.15,99.0,27.0,468.09,124.48,29.72,154.02,362.26990021888713,223.32,33.8511336416079,57.02,7.0,30.481338152871018,39.76,217.66,28.59,110.74,40.74,579.5779160863494,57.55,411.63,78.32,258.11,1.66,106.59,367.33,45.82,49.79,5.33,26.96,8.43,7.68,28.66,88.92999999999999,5.85,-0.66,21.58,83.59,34.7,351.48,39.49,488.89,69.36,31.63,265.11333333333334,334.95000000000005,83.41,33.46,363.49,177.03,176.17,28.796666666666667,107.51,579.56,76.51,11.67,307.5,44.27
1997-10-13,636.078,378.46,47.01,84.21,42.41,285.5,423.6060000000001,156.4,86.22,457.9500000000001,6.24,77.14,389.57142857142856,66.86,-0.677,43.79,318.74,68.44,44.4,19.5,89.05,232.17,411.14,48.08,62.384346192868136,25.33,109.89,90.25,8.86,32.2,654.69,48.47,31.21,97.46,153.4,336.67,19.93,39.25,500.64,217.98,107.53,222.14,99.17,27.02,468.178,124.5,29.7,154.02,362.27,223.28,33.84,57.46,6.97,30.489910335713446,39.77,217.62,28.61,110.71,40.73,579.5688537909651,57.55,411.68,78.31,258.1,1.65,106.58,367.28,45.79,49.79,5.26,27.07,8.42,7.67,28.69,88.91,5.82,-0.44,21.6,83.55,34.69,351.6,39.48,488.5,69.35,31.63,265.14000000000004,335.0,83.33,33.44,363.78,177.03,176.13,28.79,107.6,579.54,76.55,11.69,306.8,44.58
1997-10-20,636.3842857142857,378.82,47.0,84.61,42.41,285.25,423.54857142857145,156.42,86.2,457.985,6.24,77.15,389.526,66.88,-0.677,43.77,319.3,68.43,44.39,19.39,89.05,232.13,411.12,48.03,62.35,25.31,109.96,90.24,8.85,32.19,654.66,48.46,31.21,97.56,153.59,336.54,19.93,39.25,500.69,218.11,107.49,222.22,99.26,27.05,468.26666666666665,124.56,29.7,154.01,362.25,223.26,33.827326402806015,57.39,6.9,30.47,39.73,217.62,28.64,110.68,40.73,579.52,57.54,412.09,78.3,258.1,1.65,106.55,367.21,45.77,49.78,5.23,26.93,8.43,7.65,28.62,88.89999999999999,5.8,-0.53,21.58,83.52,34.68,351.87,39.48,488.37,69.32,31.62,265.18333333333334,335.19,83.29,33.42,363.74,177.04000000000002,176.27,28.777142857142856,107.55,579.52,76.57,11.76,308.06,44.45
1997-10-27,636.078,377.66,47.01,84.61,42.41,284.9,423.555,156.36,86.17,457.97,6.23,77.05000000000001,389.5183333333334,66.9,-0.787,43.75,319.09,68.42,44.38,19.36,89.09,232.24,411.09,47.99,62.308149439110466,25.32,109.92,90.24,8.84,32.18,654.64,48.45,31.23,97.54,153.59,336.48,19.92,39.26,500.67,218.07,107.47,222.19,99.19,27.09,468.21,124.5,29.7,153.98,362.2578074593546,223.19,33.816830544227656,57.31,6.79,30.478591285354014,39.7,217.61,28.64,110.63,40.74,579.5,57.54,412.06,78.29,258.07,1.61,106.53,367.14,45.75,49.79,5.26,26.86,8.44,7.66,28.6,88.89,5.81,-0.58,21.56,83.44,34.64,351.54,39.47,489.04,69.35,31.62,265.14,335.17,83.3,33.41,363.61,177.03,176.26,28.76714285714285,107.58,579.5,76.57,11.73,307.85,44.38
1997-11-03,635.9499999999999,376.9,46.98,84.68,42.4,284.4,423.5516666666667,156.33,86.16,457.8866666666667,6.18,77.05000000000001,389.5125,66.89,-0.847,43.78,318.81,68.4,44.38,19.41,89.08,230.0,411.04,47.94,62.31,25.34,109.81,90.22,8.83,32.26,654.62,48.42,31.16,97.47,153.58,336.49,19.98,39.22,500.66,218.03,107.48,222.18,99.22,27.16,468.185,124.44,29.7,153.97,362.25,223.18,33.81,57.26,6.8,30.476931650145076,39.73,217.59,28.66,110.63,40.74,579.48,57.51,411.88,78.28,258.07,1.59,106.52,367.04,45.74,49.79,5.23,26.88,8.45,7.65,28.61,88.89,5.8,-0.6,21.55,83.41,34.65,351.39,39.43,489.0,69.47,31.62,265.1166666666667,335.11,83.26,33.4,363.56,177.03,176.19,28.75666666666667,107.52,579.48,76.58,11.75,307.69,44.34
1997-11-10,635.875,376.86,46.98,84.81,42.4,284.07,423.625,156.41,86.15,457.86,6.14,77.09,389.55,66.88,-0.777,43.82,318.87,68.39,44.32,19.48,89.16,229.83,411.02,47.9,62.295758291075856,25.37,109.82,90.22,8.82,32.3,654.59,48.44,31.14,97.46,153.62,336.56,20.03,39.23,500.65,218.1,107.48,222.2,99.22,27.15,468.203986001982,124.46,29.68,153.95,362.2539285577157,223.15,33.81464039397526,57.24,6.78,30.490426906374935,39.72,217.57,28.58,110.62,40.75,579.4810532665854,57.52,411.73,78.25,258.07,1.58,106.53,366.93,45.71,49.79,5.21,27.1,8.49,7.65,28.64,88.89,5.81,-0.58,21.56,83.35,34.66,351.81,39.49,488.23,69.4,31.61,265.1033333333333,335.02000000000004,83.24,33.4,363.63,177.05,176.11,28.76,107.58,579.46,76.62,11.85,307.55,44.41
1997-11-17,635.875,377.85,46.98,84.96,42.4,283.9,423.532,156.5,86.13,457.855,6.14,77.08000000000001,389.4842857142857,66.87,-0.727,43.83,319.0,68.38,44.37,19.34,89.17,229.1,410.99,47.86,62.27,25.36,109.87,90.2,8.81,32.33,654.57,48.45,31.09,97.5,153.58,336.55,20.04,39.21,500.64,218.28,107.49,222.3,99.23,27.16,468.18666666666667,124.49,29.66,153.96,362.24,223.12,33.80549237165577,57.22,6.79,30.51,39.73,217.6190707854454,28.55,110.62,40.74,579.43,57.51,411.65,78.25,258.09,1.56,106.49,366.89,45.68,49.77,5.21,27.18,8.49,7.67,28.62,88.88,5.79,-0.6,21.54,83.3,34.67,351.86,39.45,487.91,69.28,31.61,265.0933333333333,335.0,83.24,33.38,364.11,177.04000000000002,176.18,28.745,107.74,579.44,76.64,12.0,307.84,44.38
1997-11-24,635.8875,377.68,46.981173327849184,85.0,42.4,283.61,423.53,156.46,86.11,457.9237934398384,6.14,77.11,389.4816666666666,66.85,-0.707,43.88,318.91,68.36,44.38,19.34,89.18,228.72,410.97,47.82,62.265732107426714,25.34,109.8,90.19,8.79,32.3,654.54,48.44,31.08,97.49,153.65,336.52,20.03,39.23,500.65,218.2,107.49,222.23,99.25,27.11,468.19,124.44,29.66,153.95,362.22,223.1,33.82,57.19,6.78,30.469992408009517,39.76,217.5920543655742,28.52,110.61,40.74,579.2858058100293,57.52,411.59,78.25,258.11,1.56,106.48,366.8,45.66,49.77,5.37,27.24,8.48,7.67,28.6,88.88,5.78,-0.63,21.54,83.25,34.68,351.64,39.47,487.78,69.29,31.6,265.135,335.05,83.21,33.37,363.88,177.02,176.19,28.74285714285714,107.74,579.42,76.64,11.94,307.76,44.32
1997-12-01,635.8266666666667,377.61,46.96617528314816,85.09,42.39,283.41,423.52833333333336,156.41,86.09,457.85,6.1,77.09,389.48,66.89,-0.757,43.9,318.96,68.37,44.37,19.39,89.11,228.2,410.99,47.78,62.24,25.34,109.81,90.19,8.78,32.33,654.52,48.43,31.07,97.45,153.56,336.44,20.05,39.21,500.64,218.14,107.56,222.2,99.22,27.08,468.18,124.42,29.66,153.94,362.2537092101199,223.08,33.8,57.18,6.78,30.463280755065995,39.75,217.6,28.63,110.59,40.77,579.2784479288675,57.53,411.55,78.24,258.39,1.55,106.47,366.72,45.64,49.75,5.31,27.35,8.48,7.66,28.59,88.86999999999999,5.78,-0.64,21.53,83.2,34.69,351.5,39.48,487.54,69.36,31.6,265.1225,335.01000000000005,83.24,33.36,363.76,176.99,176.23,28.74,107.62,579.4,76.67,11.92,307.81,44.32
1997-12-08,635.858,377.95,46.98281257572928,85.14,42.39,283.25,423.505,156.49,86.07,457.88,6.09,77.24000000000001,389.485,66.94,-0.827,43.87,319.16,68.37,44.38,19.36,89.18,228.33,411.03,47.74,62.262425449381624,25.34,109.8,90.18,8.77,32.38,654.49,48.5,31.06,97.45,153.89,336.42,20.06,39.22,500.64,218.22,107.77,222.26,99.22,27.1,468.1859429268608,124.43,29.68,153.95,362.24916703628656,223.05,33.795874219963096,57.19,6.76,30.46,39.78,217.61,28.72,110.54,40.78,579.41,57.53,411.53,78.24,258.83,1.54,106.45,366.69,45.61,49.75,5.4,27.45,8.49,7.66,28.58,88.86,5.78,-0.54,21.55,83.19,34.71,351.69,39.49,487.47,69.36,31.6,265.1125,334.95000000000005,83.26,33.35,363.86,177.01000000000002,176.29,28.736666666666665,107.63,579.38,76.7,11.94,307.83,44.39
1997-12-15,636.1385714285715,379.8,47.014193742665334,85.29,42.43,283.45,423.50666666666666,156.53,86.04,457.98,6.09,77.47,389.49,66.98,-0.807,43.87,319.39,68.36,44.38,19.25,89.13,228.29,411.11,47.72,62.22,25.35,109.99,90.16,8.76,32.38,654.49,48.56,31.08,97.58,153.92,336.69,20.06,39.24,500.84,218.24,107.89,222.48,99.33,27.16,468.278,124.69,29.7,153.94,362.23,223.04,33.79851190272973,57.46,6.79,30.47259845258567,39.77,217.61,28.66,110.59,40.8,579.4,57.54,411.91,78.23,259.12,1.54,106.43,366.65,45.59,49.73,5.55,27.5,8.53,7.65,28.59,88.86,5.8,-0.44,21.59,83.25,34.72,351.88,39.5,487.73,69.14,31.59,265.195,335.23,83.36,33.35,364.99,176.99,176.44,28.754285714285714,107.72,579.36,76.84,12.05,310.05,44.49
1997-12-22,636.2157142857143,380.67,47.02113829451059,85.3,42.47,283.92999999999995,423.5325,157.05,86.06,458.0633333333333,6.08,77.65,389.5116666666667,67.03,-0.707,43.84,319.42,68.36,44.41,19.34,89.14,228.36,411.18,47.7,62.29754720315303,25.37,110.08,90.16,8.76,32.39,654.55,48.49,31.07,97.81,153.93,336.73,20.08,39.23,501.3,218.29,107.81,222.34,99.38,27.08,468.3733333333333,124.87,29.73,153.94,362.24,223.08,33.80194382474958,57.51,6.8,30.466745045773607,39.78,217.62,28.67,110.56,40.83,579.4,57.56,412.44,78.22,259.46,1.53,106.44,366.87,45.58,49.77,5.65,27.51,8.62,7.95,28.6,88.86,5.78,-0.46,21.62,83.38,34.77,352.0,39.51,487.85,69.32,31.59,265.255,335.15000000000003,83.32,33.34,364.3,177.0,176.34,28.795,107.76,579.38,76.97,11.93,310.4,44.56
1997-12-29,636.155,380.31,47.09034601327754,85.47,42.527190101952414,283.83054489692597,423.5,156.73,86.13,458.03,6.161749707503155,77.6276669427729,389.475,67.08,-0.467,43.94393506774498,319.3864706600648,68.38140048467909,44.43870642785886,19.36,89.28,229.11262399653833,411.2493441155284,47.76253889092829,62.29362819749413,25.38,110.29,90.15,8.76,32.3829736670627,654.91,48.58811085983257,31.11992321483389,98.25,153.99334967293936,337.08,20.040347656800265,39.360495612201525,501.15,218.41004526147287,107.80955097628066,222.4765395388837,99.49,27.204261961228692,468.48,124.99,29.778831783308434,153.95,362.28,223.1,33.81866926568486,57.53,6.882401420055373,30.491514498915222,39.83030002770929,217.6988852918405,28.737790276676748,110.83657506923447,40.88368247652467,579.5725503100276,57.632903828172026,412.68,78.2633688934929,259.2196495357785,1.5873647548619374,106.42,366.84120416168355,45.57,49.842163051935486,5.680235069426715,27.6,8.709262181162622,7.911229437282046,28.62,88.87291881299069,5.838446079624308,-0.28,21.69,83.63,34.83259571668383,352.51,39.535542146686694,488.64,69.25875346073374,31.61,265.2575,335.2258176851035,83.3550810704495,33.36574271007079,364.55,177.04612445922777,176.44316924611175,28.8225,107.76,579.39,77.07,12.002860351299383,310.3226336736391,44.57
1998-01-05,635.9825000000001,379.9,47.17,85.4,42.52,284.52,423.52,156.64,86.16,457.9830524973012,6.08,77.67,389.49142857142857,67.16,-0.427,43.9,319.35,68.36,44.42,19.41,89.33,228.62,411.22,47.72,62.307377809629884,25.39,110.33,90.15,8.76,32.4,655.37,48.63,31.09,98.3,154.0,337.14,20.1,39.35,501.04,218.4,107.79,222.44,99.56,27.2,468.38,124.97,29.75,153.95,362.29,223.11,33.79490450638162,57.58,6.81,30.486956694118206,39.93,217.62,28.73,110.59,40.89,579.43,57.69,412.36,78.22,259.48,1.53,106.42,367.03,45.58,49.83,5.84,27.71,8.67,7.95,28.63,88.85,5.8,-0.21,21.75,83.71,34.85,352.55,39.52,489.05,69.27,31.67,265.302,335.23,83.4,33.34,364.55,176.94,176.29,28.83714285714285,107.8,579.43,77.06,11.99,313.02,44.53
1998-01-12,635.9566666666666,379.3,47.16,85.5,42.55,284.9,423.4440000000001,156.58,86.21,457.995,6.08,77.72,389.44428571428574,67.32,-0.357,43.96,319.69,68.36,44.48,19.28,89.26,228.64,411.28,47.73,62.34,25.4,110.3,90.13,8.79,32.45,655.82,48.67,31.12,98.31,153.99,337.14,20.11,39.34,500.98,218.58,107.78,222.62,99.56,27.3,468.345,124.89,29.77,153.97,362.3,223.13,33.77979755911394,57.57,6.88,30.467323742660888,39.78,217.63,28.74,110.59,40.93,579.6969383439848,57.72,412.32,78.22,259.5,1.54,106.42,367.27,45.59,49.85,5.86,27.67,8.78,8.01,28.63,88.85,5.87,-0.26,22.01,83.74,34.9,352.46,39.54,489.32,69.14,31.69,265.3325,335.31,83.35,33.34,364.36,177.12,176.27,28.858571428571427,107.8,579.45,77.18,12.11,313.75,44.53
1998-01-19,635.905,379.21,47.14,85.34,42.6,285.35,423.48857142857145,156.73,86.27,457.99,6.1,77.73,389.4985714285714,67.29,-0.417,43.96,319.67,68.37,44.51,19.41,89.17,228.6,411.3,47.75,62.48,25.41,110.26,90.13,8.84,32.41,656.04,48.68,31.16,98.26,153.97,337.13,20.13,39.44,500.93,218.47,107.76,222.5,99.61,27.33,468.32,124.83,29.8,154.13,362.32,223.14,33.78,57.58,7.06,30.49731514047489,39.88,217.65,28.75,110.58,40.99,579.7623157442941,57.77,412.16,78.22,259.52,1.62,106.41,367.41,45.61,49.87,5.91,27.8,8.98,8.07,28.62,88.85,5.96,-0.24,22.02,83.77,34.93,352.29,39.58,489.65,69.25,31.7,265.3625,335.3,83.38,33.33,364.1,177.12,176.21,28.885714285714283,107.74,579.48,77.12,12.07,313.5,44.54
1998-01-26,635.84,379.09,47.11,85.3,42.62,285.6,423.455,156.64,86.3,457.98,6.14,77.74000000000001,389.4433333333333,67.26,-0.437,44.0,319.44,68.39,44.49,19.25,89.17,228.82,411.32,47.77,62.51837570271854,25.41,110.28,90.12,8.94,32.4,656.06,48.69,31.22,98.29,153.96,337.09,20.15,39.51,500.88,218.42,107.73,222.39,99.62,27.28,468.36,124.89,29.85,154.17,362.3324264041674,223.2,33.80025503046802,57.52,7.07,30.482458037300077,39.92,217.65,28.67,110.61,41.04,579.6541342949133,57.81,412.2,78.21,259.54999999999995,1.63,106.42,367.53,45.63,49.93,6.07,27.94,8.95,8.15,28.62,88.85,5.97,-0.43,21.92,83.79,34.96,352.37,39.59,490.5,69.08,31.7,265.45,335.26000000000005,83.38,33.33,364.24,177.08,176.18,28.90285714285714,107.83,579.52,77.01,12.04,313.1,44.44
1998-02-02,635.78,377.98,47.11,85.25,42.64,285.72,423.46,156.57,86.34,457.93,6.15,77.75,389.48,67.23,-0.497,44.01,319.15,68.39,44.48,19.36,89.24,228.93,411.19,47.79,62.61,25.4,110.25,90.12,8.96,32.39,655.97,48.67,31.27,98.13,154.02,337.05,20.18,39.44,500.82,218.04,107.69,222.33,99.59,27.15,468.3,124.79,29.879999999999995,154.15,362.33,223.27,33.804183134037594,57.48,7.13,30.47,39.91,217.63,28.58,110.64,41.09,579.5,57.87,411.58,78.23,259.56,1.62,106.43,367.7,45.64,49.95,5.93,28.18,8.89,8.02,28.61,88.88,5.96,-0.5,21.89,83.69,34.96,352.23,39.59,490.59,69.2,31.72,265.36333333333334,335.20000000000005,83.4,33.33,363.92,177.07000000000002,176.23,28.93,107.71,579.56,76.98,11.93,312.03,44.41
1998-02-09,635.7075,377.41,47.14,85.18,42.65,285.7,423.41,156.53,86.33,457.89,6.24,77.77000000000001,389.435,67.18,-0.457,44.05,319.07,68.38,44.49,19.3,89.23,229.02,411.14,47.81,62.618467462486095,25.4,110.12,90.12,8.98,32.41,655.78,48.65,31.29,97.96,153.97,337.03,20.17,39.46,500.77,218.33,107.64,222.25,99.46,27.11,468.2633333333333,124.69,29.879999999999995,154.12,362.3084566293811,223.28,33.81,57.43,7.11,30.488037819001605,39.97,217.64,28.57,110.58,41.09,579.6129279507747,57.85,411.91,78.23,259.56,1.61,106.42,367.65,45.65,49.96,5.65,28.28,8.81,8.05,28.61,88.89,5.94,-0.44,21.87,83.61,34.95,352.15,39.6,490.03,69.32,31.74,265.296,335.03000000000003,83.3,33.33,363.77,177.08,176.22,28.945714285714285,107.47,579.58,76.98,11.97,310.9,44.42
1998-02-16,635.8225,377.2,47.16,85.24,42.68,285.45,423.3733333333333,156.49,86.32,457.88,6.25,77.81,389.438,67.14,-0.507,44.07,319.1,68.37,44.52,19.32,89.18,228.91,411.09,47.81,62.66,25.4,110.09,90.12,8.99,32.38,655.6,48.63,31.3,97.83,153.97,336.95,20.2,39.46,500.74,218.33,107.6,222.26,99.43,27.18,468.2871497565081,124.62,29.87,154.11,362.3080887420105,223.33,33.80557420100388,57.4,7.14,30.51,39.99,217.65,28.57,110.58,41.09,579.5592677379873,57.85,411.81,78.24,259.58,1.61,106.43,367.62,45.72,49.98,5.62,28.46,8.91,8.08,28.6,88.89,6.0,-0.51,21.85,83.57,34.98,352.04,39.63,489.72,69.3,31.77,265.265,335.05,83.32,33.32,363.89,177.08,176.21,28.96,107.44,579.63,76.97,11.93,310.94,44.39
1998-02-23,635.83,378.08,47.17,85.11,42.66,285.65,423.395,156.67,86.28,457.8733333333333,6.28,77.87,389.435,67.09,-0.557,44.12,319.06,68.37,44.5,19.3,89.17,228.96,411.06,47.81,62.68614063494092,25.43,109.96,90.12,9.01,32.36,655.43,48.61,31.31,97.76,154.0,336.82,20.23,39.43,500.72,218.33,107.59,222.24,99.34,27.19,468.2975,124.66,29.87,154.09,362.315,223.32,33.8,57.34,7.23,30.52182729310796,39.98,217.66,28.55,110.57,41.13,579.52,57.84,411.75,78.24,259.6,1.64,106.43,367.63,45.67,49.97,5.97,28.54,8.92,8.11,28.63,88.89999999999999,5.98,-0.56,21.8,83.5,35.01,351.99,39.62,489.45,69.32,31.77,265.262,335.08000000000004,83.35,33.31,363.94,177.08,176.24,28.96,107.42,579.63,76.89,11.91,310.8,44.37
1998-03-02,635.805,377.91,47.17,85.16,42.67,285.52,423.405,156.57,86.26,457.934888119438,6.3,77.91000000000001,389.458,67.34,-0.537,44.12,319.24,68.38,44.5,19.36,89.14,229.83,411.21,47.81,62.64,25.48,109.98,90.12,9.02,32.37,655.3,48.61,31.31,97.78,154.04,336.95,20.25,39.48,500.76,218.44,107.66,222.25,99.38,27.18,468.34,124.69,29.89,154.09,362.30978588338223,223.36,33.79254556434745,57.38,7.38,30.524585164254475,40.01,218.09,28.54,110.59,41.15,579.4130286954343,57.7,411.79,78.24,259.6,1.66,106.44,367.68,45.68,49.99,6.06,28.51,8.88,7.96,28.67,88.89,5.98,-0.46,21.77,83.45,35.03,351.94,39.61,489.33,69.34,31.8,265.27666666666664,335.15000000000003,83.39,33.34,363.88,176.99,176.27,28.97571428571428,107.42,579.67,76.94,11.95,310.33,44.4
1998-03-09,635.99,379.22,47.17,86.0,42.67,285.95,423.4316666666667,156.73,86.24,457.89,6.32,77.93,389.4371428571429,67.59,-0.307,44.1,320.33,68.4,44.58,19.32,89.16,229.81,411.46,47.82,62.589798282675716,25.49,109.98,90.12,9.12,32.42,655.21,48.69,31.31,97.8,154.19,337.42,20.28,39.51,500.8,218.71,107.73,222.83,99.36,27.32,468.35,124.7,29.92,154.05,362.32,223.4,33.77330946559978,57.7,7.32,30.53,40.03,218.03,28.71,110.62,41.16,579.3590711541237,57.71,411.71,78.24,259.57,1.66,106.41,367.82,45.71,50.01,6.02,28.41,9.04,8.31,28.68,88.88,6.05,-0.21,22.25,83.47,35.05,352.13,39.64,489.95,69.37,31.82,265.3433333333333,335.45000000000005,83.42,33.34,364.35,177.09,176.26,28.998,107.51,579.66,77.44,12.06,313.85,44.76
1998-03-16,635.9366666666666,378.98,47.18,85.8,42.68,286.45,423.376,156.63,86.24,457.995,6.35,77.95,389.402,67.58,-0.407,44.11,320.04,68.42,44.57,19.28,89.18,229.87,411.57,47.83,62.74,25.5,110.12,90.13,9.15,32.4,655.23,48.67,31.33,97.88,154.19,337.17,20.31,39.56,500.81,218.62,107.79,222.61,99.35,27.36,468.3625,124.73,29.95,154.06,362.32465117328974,223.51,33.77,57.61,7.4,30.527954581553637,40.06,218.05,28.64,110.57,41.18,579.52,57.72,412.21,78.25,259.54999999999995,1.69,106.41,367.94,45.78,50.01,6.06,28.42,9.03,8.24,28.69,88.88,6.03,-0.39,22.11,83.53,35.06,352.03,39.64,490.3,69.29,31.82,265.38,335.37,83.43,33.34,364.36,177.07000000000002,176.3,29.01,107.58,579.65,77.34,12.0,313.8,44.59
